Compound,Date,Negative,Neutral,Positive,Source account,Text,Tweets Ago
0.0,Sat Jun 09 16:00:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,102
0.296,Fri Jun 08 19:46:17 +0000 2018,0.82,0.0,0.18,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,103
0.0,Fri Jun 08 15:00:03 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,104
0.9078,Fri Jun 08 13:58:15 +0000 2018,0.564,0.0,0.436,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",105
0.3612,Thu Jun 07 17:03:26 +0000 2018,0.872,0.0,0.128,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",106
0.2732,Wed Jun 06 21:00:24 +0000 2018,0.719,0.105,0.176,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,107
0.3595,Wed Jun 06 00:08:30 +0000 2018,0.872,0.0,0.128,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",108
-0.4404,Tue Jun 05 22:23:35 +0000 2018,0.723,0.177,0.1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",109
0.4574,Tue Jun 05 22:12:28 +0000 2018,0.824,0.0,0.176,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,110
0.5093,Tue Jun 05 19:00:02 +0000 2018,0.845,0.0,0.155,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,111
0.0,Tue Jun 05 15:04:41 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",112
0.0,Mon Jun 04 17:00:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",113
-0.3903,Fri Jun 01 17:39:17 +0000 2018,0.807,0.131,0.062,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",114
0.8442,Fri Jun 01 17:00:03 +0000 2018,0.664,0.0,0.336,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,115
0.8932,Thu May 31 23:50:00 +0000 2018,0.545,0.0,0.455,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",116
0.4926,Wed May 30 15:07:34 +0000 2018,0.849,0.0,0.151,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",117
0.0,Mon May 28 21:00:01 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",118
0.0,Mon May 28 02:08:19 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,119
0.6239,Wed May 23 23:07:38 +0000 2018,0.797,0.0,0.203,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,120
0.68,Sat Jun 09 21:00:02 +0000 2018,0.763,0.0,0.237,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,121
0.0,Sat Jun 09 16:00:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,122
0.296,Fri Jun 08 19:46:17 +0000 2018,0.82,0.0,0.18,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,123
0.0,Fri Jun 08 15:00:03 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,124
0.9078,Fri Jun 08 13:58:15 +0000 2018,0.564,0.0,0.436,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",125
0.3612,Thu Jun 07 17:03:26 +0000 2018,0.872,0.0,0.128,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",126
0.2732,Wed Jun 06 21:00:24 +0000 2018,0.719,0.105,0.176,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,127
0.3595,Wed Jun 06 00:08:30 +0000 2018,0.872,0.0,0.128,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",128
-0.4404,Tue Jun 05 22:23:35 +0000 2018,0.723,0.177,0.1,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",129
0.4574,Tue Jun 05 22:12:28 +0000 2018,0.824,0.0,0.176,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,130
0.5093,Tue Jun 05 19:00:02 +0000 2018,0.845,0.0,0.155,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,131
0.0,Tue Jun 05 15:04:41 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",132
0.0,Mon Jun 04 17:00:00 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",133
-0.3903,Fri Jun 01 17:39:17 +0000 2018,0.807,0.131,0.062,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",134
0.8442,Fri Jun 01 17:00:03 +0000 2018,0.664,0.0,0.336,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,135
0.8932,Thu May 31 23:50:00 +0000 2018,0.545,0.0,0.455,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",136
0.4926,Wed May 30 15:07:34 +0000 2018,0.849,0.0,0.151,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",137
0.0,Mon May 28 21:00:01 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",138
0.0,Mon May 28 02:08:19 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,139
0.6239,Wed May 23 23:07:38 +0000 2018,0.797,0.0,0.203,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,140
0.5859,Wed May 23 19:02:43 +0000 2018,0.826,0.0,0.174,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",141
0.1139,Tue May 22 23:19:40 +0000 2018,0.917,0.0,0.083,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,142
0.0,Tue May 22 20:02:22 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",143
0.0,Mon May 21 23:00:01 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,144
0.3382,Sun May 20 20:00:00 +0000 2018,0.808,0.061,0.131,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,145
0.1867,Sun May 20 17:00:01 +0000 2018,0.92,0.0,0.08,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",The @NCISLA season finale is going to be a wild ride. Don't miss all of the action starting TONIGHT at 8/7c! https://t.co/PNtUuVf9VQ,146
0.4199,Sat May 19 08:00:01 +0000 2018,0.715,0.0,0.285,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Retweet if you're ready for the #RoyalWedding! https://t.co/k57NM7OrXn,147
0.0,Fri May 18 21:00:01 +0000 2018,1.0,0.0,0.0,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",It's going down (literally) on the Season Finale of @HawaiiFive0CBS when a submarine appears off the coast of Waiki… https://t.co/oD7Le5XUz6,148
0.3595,Fri May 18 14:00:03 +0000 2018,0.849,0.0,0.151,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","The #RoyalWedding is finally here, and you're invited! Join @CBSThisMorning’s @GayleKing and @etnow’s @KevinFrazier… https://t.co/Q5xiRkXLUz",149
0.7177,Thu May 17 23:44:27 +0000 2018,0.739,0.0,0.261,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",When the @LifeInPiecesCBS season finale is back-to-back episodes. 👏 Get ready for double the laughs at 9/8c! https://t.co/SYW5UzXobv,150
0.1867,Thu May 17 21:19:59 +0000 2018,0.907,0.0,0.093,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Rules were made to be broken.💥 Don't miss the heart-pounding season finale of @swatcbs TONIGHT at 10/9c! https://t.co/NXLbeIrvcp,151
0.0,Thu May 17 19:12:51 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Is it fall yet? Check out the first looks at our new fall shows and stars from the CBS Upfront!

https://t.co/l7GQVRzRFw",152
0.5562,Thu May 17 13:00:00 +0000 2018,0.854,0.0,0.146,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",How many shows can you binge in a month? Find out with a 1 month free trial of CBS All Access! Use code STREAMITALL… https://t.co/yccQppCaxC,153
0.75,Thu May 17 00:00:00 +0000 2018,0.758,0.0,0.242,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Save the dates! The CBS Fall lineup is here, and we're welcoming six new shows in addition to returning hits. Which… https://t.co/f9PSQfpHL7",154
0.5574,Wed May 16 22:56:24 +0000 2018,0.841,0.0,0.159,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",What happens when the friendliest guy in the Midwest moves his family next door to a not-so-friendly new LA neighbo… https://t.co/KtEoNE3deL,155
0.3802,Wed May 16 22:56:24 +0000 2018,0.89,0.0,0.11,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","When @MurphyBrownCBS returns to the news world, things sure won't be what they used to be! The revival of the groun… https://t.co/jJcgyqyDxL",156
0.34,Wed May 16 22:56:23 +0000 2018,0.888,0.0,0.112,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","When decorated former Navy SEAL Thomas Magnum returns home to Hawaii, he embarks on a new mission: solving cases in… https://t.co/6n2MWY3c2f",157
0.5859,Wed May 16 22:56:23 +0000 2018,0.826,0.0,0.174,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The ordinary turns extraordinary for this suburban couple when an exuberant young pop star unexpectedly moves in wi… https://t.co/9xaAUSm5nm,158
0.8398,Wed May 16 22:56:23 +0000 2018,0.6,0.0,0.4,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",An outspoken atheist's life takes a surprising turn when he accepts a social media friend request from God! Watch w… https://t.co/EbVbL0SNDk,159
-0.4588,Wed May 16 22:56:23 +0000 2018,0.577,0.26,0.163,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","When danger threatens the nation, these elite agents risk their lives to keep it safe. Join them on the case when n… https://t.co/LuSY0jXBf9",160
0.0,Wed May 16 22:56:22 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Meet the new shows coming to CBS this fall!,161
0.7777,Wed May 16 21:46:07 +0000 2018,0.772,0.0,0.228,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",So much TV to love! ❤️ Be sure to follow the shows of the CBS 2018-2019 primetime lineup and stay up-to-date on the… https://t.co/lQwGtznj5i,162
0.296,Wed May 16 18:05:27 +0000 2018,0.905,0.0,0.095,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Every mission leaves its mark. Join us in the final mission to avenge Echo Team's deaths, tonight at 9/8c during th… https://t.co/SlfprTVDgD",163
0.6369,Wed May 16 13:52:57 +0000 2018,0.766,0.0,0.234,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Get ready for three new comedies, five new dramas and the return of the critically acclaimed @MurphyBrownCBS. Here'… https://t.co/alHwUTRFKh",164
0.46,Wed May 16 13:24:14 +0000 2018,0.857,0.0,0.143,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @happytogether: When an international pop star moves into your house, life gets a little more interesting! @wayansjr, @AmberoniStevens a…",165
0.8122,Wed May 16 13:23:26 +0000 2018,0.67,0.0,0.33,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @TheNeighborhood: You can’t pick your neighbors, but Calvin sure wishes he could! @CedEntertainer stars in the new comedy #TheNeighborho…",166
-0.2057,Tue May 15 20:16:38 +0000 2018,0.821,0.109,0.07,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tonight's the night - Agent Dwayne Pride's fate will be revealed. Don't miss the special two-hour season finale of… https://t.co/52amkSiNcA,167
0.4199,Mon May 14 20:59:11 +0000 2018,0.859,0.0,0.141,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Donuts down, hands up! Get ready for a dramatic turn on the finale of @SuperiorDonuts TONIGHT at 9/8c. 🍩https://t.co/f5VSqOlRYu",168
0.0,Mon May 14 18:17:23 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @MagnumPICBS: Thomas Magnum is back on the case! @jay_hernandez stars in #MagnumPI, coming to #CBS. https://t.co/R1aURqMawD",169
0.4939,Mon May 14 18:16:12 +0000 2018,0.856,0.0,0.144,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @GodFriendedMe: You never know who's going to send you a friend request. #GodFriendedMe, the new drama series starring @hall_m_brandon a…",170
-0.3612,Mon May 14 18:15:36 +0000 2018,0.878,0.122,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @TheRedLineCBS: Three Chicago families’ lives converge in the wake of a mistaken shooting. From acclaimed producers @ava and @GBerlanti…,171
0.6476,Mon May 14 18:15:08 +0000 2018,0.674,0.082,0.243,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @FamCBS: No family is perfect, especially this #FAM! @ninadobrev, @toneBell and @odessaadlon star in the new #CBS comedy #FAM. https://t…",172
0.9081,Mon May 14 18:14:46 +0000 2018,0.592,0.0,0.408,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @TheCodeCBS: Their code is honor, courage and commitment. They pursue military justice at home and abroad. #TheCode coming to #CBS. http…",173
-0.762,Mon May 14 18:14:22 +0000 2018,0.586,0.303,0.111,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @FBICBS: Meet the FBI agents who are investigating the most dangerous cases threatening our nation. From Emmy Winner Dick Wolf and the t…,174
0.3612,Mon May 14 18:13:58 +0000 2018,0.8,0.0,0.2,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @MurphyBrownCBS: The ground-breaking comedy returns. #MurphyBrown coming to #CBS. https://t.co/di8GXoVPjh,175
-0.34,Mon May 14 14:42:00 +0000 2018,0.604,0.264,0.132,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @StrangeAngel: Play with fire. 🔥 #StrangeAngel launches June 14 on #CBSAllAccess. https://t.co/xiFSkVz1vB https://t.co/Aw3kGeHyj4,176
0.7351,Sun May 13 13:16:14 +0000 2018,0.733,0.0,0.267,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Happy #MothersDay to the moms who comfort us, understand us, and keep us centered. We ❤️ you. https://t.co/4YDmZrTGIC",177
0.7245,Fri May 11 23:00:40 +0000 2018,0.748,0.0,0.252,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",The more the merrier! CBS has ordered five more shows that just might become your new favorites next season:… https://t.co/2g5OSj2xPu,178
0.128,Fri May 11 20:55:08 +0000 2018,0.791,0.09,0.119,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Thinking about the @BlueBloods_CBS season finale like… Don’t miss the surprising reveal TONIGHT at 10/9c. https://t.co/8ExkPFpnFj,179
0.7263,Thu May 10 23:11:17 +0000 2018,0.747,0.0,0.253,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Double the @MomCBS, double the fun! Anyone else feel like they hit the jackpot with the back-to-back Season Finale… https://t.co/ebq8WJLKGf",180
-0.0772,Thu May 10 19:24:10 +0000 2018,0.847,0.085,0.069,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","2 suitors, 1 Meemaw and 1 Sheldon. You won’t want to miss the season finale of @YoungSheldon tonight at 8:30/7:30c. https://t.co/Hht2yRE7ly",181
0.6588,Thu May 10 18:03:26 +0000 2018,0.722,0.0,0.278,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Broadway's Biggest Night is around the corner! Who are you hoping to see? #TonyAwards2018 ✨ https://t.co/KLT8QCxWcK,182
0.3182,Thu May 10 15:30:40 +0000 2018,0.905,0.0,0.095,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The big day is finally here, and you’re invited. 👰 Make sure to tune in to the @bigbangtheory’s star-studded #ShAmy… https://t.co/la9E6tvQ5b",183
0.8176,Wed May 09 21:35:00 +0000 2018,0.667,0.0,0.333,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Before the #ShAmy wedding tomorrow, the @bigbangtheory stars &amp; special guests play a game of ""yay or nay"" with thes… https://t.co/ZpCM16qOyT",184
0.8395,Wed May 09 19:36:24 +0000 2018,0.609,0.0,0.391,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Get ready for more laughs! Learn more about the two new comedies coming to CBS: https://t.co/cpT3fd2RH5 https://t.co/NGrcp803zW,185
-0.4599,Tue May 08 22:26:55 +0000 2018,0.8,0.2,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Goodbyes are never easy.  After 15 seasons, don’t miss Abby’s final episode of @NCIS_CBS tonight at 8/7c.  https://t.co/GTGj2YRJA1",186
0.4574,Tue May 08 19:55:32 +0000 2018,0.85,0.0,0.15,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Will you be watching the @BullCBS Season 2 Finale tonight at 9/8c? RT if your answer is yes! https://t.co/OxnyEDVsKj,187
0.6597,Tue May 08 17:18:20 +0000 2018,0.683,0.075,0.242,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @thegoodfight: Listening to #QueenBaranski read fan tweets is like poetry. 😍 Warning: this video will give you ALL the feels. ☺️❤️ #TheG…,188
0.0,Mon May 07 17:50:20 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @KevinCanWaitCBS: Season 2 of #KevinCanWait comes to a close tonight, and @KevinJames and @LeahRemini have A LOT to say about it. https:…",189
0.5093,Fri May 04 21:00:00 +0000 2018,0.87,0.0,0.13,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",Spend your Friday night with this dynamic duo! Tune in to the season finale of @MacGyverCBS at 8/7c on CBS and CBS… https://t.co/AfWUVo4GSu,190
0.6996,Fri May 04 18:42:12 +0000 2018,0.775,0.0,0.225,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @undercover_cbs: Get ready for the series premiere of #CelebrityBoss in just seven days! How would you react if your favorite celebrity…,191
0.5562,Fri May 04 14:48:42 +0000 2018,0.736,0.0,0.264,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The force is strong on the set of @bigbangtheory! #MayThe4thBeWithYou https://t.co/uYyXKtuVCM,192
0.0,Wed May 02 19:04:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @thegoodfight: The fight's not over yet. #TheGoodFight is renewed for Season 3. https://t.co/gUrDeA5KQP,193
0.0,Tue May 01 23:10:50 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @TKOCBS: Both @hwventure and @janemun have been named Executive Producers and showrunners of #TKO: TOTAL KNOCK OUT! Learn more about the…,194
0.0,Tue May 01 17:58:51 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @StrangeAngel: Sex. Magick. Rocket Science. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/I3sqWMASxl https://t.co…",195
0.8268,Tue May 01 15:16:28 +0000 2018,0.701,0.0,0.299,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Broadway's Biggest Night will honor the best in theatre on Sunday, June 10! Here are the nominees for the… https://t.co/tCiNaLGIvq",196
0.8777,Mon Apr 30 22:54:18 +0000 2018,0.627,0.0,0.373,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",We congratulate all of our CBS #DaytimeEmmy Award winners! Check out the stars who joined @TheTalkCBS hosts to cele… https://t.co/JfUFINmYGH,197
0.0,Mon Apr 30 13:28:01 +0000 2018,1.0,0.0,0.0,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @KevinJames: Getting the band back together @AdamSandler @chrisrock @MikeDelguidice1 @KevinCanWaitCBS #KevinCanWait https://t.co/Mo5EWck…,198
0.3818,Mon Apr 30 02:22:08 +0000 2018,0.86,0.0,0.14,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",See all of the stunning fashion looks from the @CBSDaytime stars on the #DaytimeEmmys red carpet:… https://t.co/iJN1ssGPvZ,199
0.8356,Sun Apr 29 15:30:00 +0000 2018,0.67,0.0,0.33,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>",The 45th annual #DaytimeEmmys are here! Congratulations to all of the wonderful @CBSDaytime stars and shows nominat… https://t.co/xZhDSYnxL6,200
-0.296,Sat Jun 09 23:00:05 +0000 2018,0.824,0.176,0.0,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form o… https://t.co/xEzj6dMTcl",201
0.8176,Sat Jun 09 22:58:33 +0000 2018,0.681,0.0,0.319,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",BREAKING: Justify wins the 150th running of the Belmont Stakes to win horse racing’s 13th Triple Crown https://t.co/TUE8Wwe8FS,202
